PartnerID,PartnerName,ContractID,ContractName,ContractType,DocID,DocType,DocNumber,DocDate,DebitCreditRubSum,DebitCreditCurSum,Contract_allowed_debt_period,DelayDays,Currency,agency_factoring,payment_on_sale,ResponsibleByContract_ID,ResponsibleByContract_Code,ResponsibleByContract_Name,ResponsibleByPartnerManagerBinding_ID,ResponsibleByPartnerManagerBinding_Code,ResponsibleByPartnerManagerBinding_Name,ResponsibleByOrder_ID,ResponsibleByOrder_Code,ResponsibleByOrder_Name,ResponsibleByDoc_ID,ResponsibleByDoc_Code,ResponsibleByDoc_Name,ResponsibleByPartner_ID,ResponsibleByPartner_Code,ResponsibleByPartner_Name,ResponsibleByTransport_ID,ResponsibleByTransport_Code,ResponsibleByTransport_Name,ResponsibleDepartment_ID,ResponsibleDepartment_Name,is_offsets,enforcement_proceedings
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2B3EC5578085,"Реализация товаров и услуг","РР000010721",2025-05-11 00:00:00.0000000,767102.88,767102.88,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2BC818AAC87B,"Реализация товаров и услуг","РР000010745",2025-05-11 00:00:00.0000000,1589065.68,1589065.68,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2BD41A61E08A,"Реализация товаров и услуг","РР000010782",2025-05-11 00:00:00.0000000,43564.88,43564.88,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2BD41A61E098,"Реализация товаров и услуг","РР000010783",2025-05-11 00:00:00.0000000,37332.50,37332.50,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2BD6941B7794,"Реализация товаров и услуг","РР000010794",2025-05-11 00:00:00.0000000,1361871.84,1361871.84,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2BD7838C711F,"Реализация товаров и услуг","РР000010805",2025-05-11 00:00:00.0000000,45304.72,45304.72,47,-21,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2C8FBCC59C2B,"Реализация товаров и услуг","РР000010841",2025-05-12 00:00:00.0000000,43216.54,43216.54,47,-24,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2EF7E333F9FD,"Реализация товаров и услуг","РР000010869",2025-05-13 00:00:00.0000000,37893.90,37893.90,47,-24,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-2FB9F89E0C9A,"Реализация товаров и услуг","РР000010927",2025-05-14 00:00:00.0000000,1407584.64,1407584.64,47,-24,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-309769A75223,"Реализация товаров и услуг","РР000010966",2025-05-15 00:00:00.0000000,47780.88,47780.88,47,-25,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-309769A75231,"Реализация товаров и услуг","РР000010967",2025-05-15 00:00:00.0000000,1702715.52,1702715.52,47,-25,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-309BD4B0FB3B,"Реализация товаров и услуг","РР000010983",2025-05-15 00:00:00.0000000,31691.68,31691.68,47,-25,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-309BD4B0FB49,"Реализация товаров и услуг","РР000010984",2025-05-15 00:00:00.0000000,139122.46,139122.46,47,-25,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3146D00A63A3,"Реализация товаров и услуг","РР000011043",2025-05-16 00:00:00.0000000,572386.86,572386.86,47,-26,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3217E6865F60,"Реализация товаров и услуг","РР000011128",2025-05-17 00:00:00.0000000,105808.44,105808.44,47,-27,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-321A5CD1C31E,"Реализация товаров и услуг","РР000011154",2025-05-18 00:00:00.0000000,1725094.40,1725094.40,47,-28,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-322B3A163597,"Реализация товаров и услуг","РР000011241",2025-05-17 00:00:00.0000000,32576.26,32576.26,47,-27,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-322B8F906B3F,"Реализация товаров и услуг","РР000011242",2025-05-17 00:00:00.0000000,78855.54,78855.54,47,-27,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-322D7AD683CA,"Реализация товаров и услуг","РР000011284",2025-05-18 00:00:00.0000000,119923.92,119923.92,47,-28,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-323C6FD92AFE,"Реализация товаров и услуг","РР000011343",2025-05-19 00:00:00.0000000,360748.18,360748.18,47,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-323C6FD92B0C,"Реализация товаров и услуг","РР000011344",2025-05-19 00:00:00.0000000,21510.08,21510.08,47,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-323CE76BC923,"Реализация товаров и услуг","РР000011361",2025-05-19 00:00:00.0000000,130984.98,130984.98,47,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-332499F9037D,"Реализация товаров и услуг","РР000011378",2025-05-19 00:00:00.0000000,119913.04,119913.04,47,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-332499F9038B,"Реализация товаров и услуг","РР000011379",2025-05-19 00:00:00.0000000,92204.39,92204.39,47,-31,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-36CF0A4B2A13,"Реализация товаров и услуг","РР000011562",2025-05-23 00:00:00.0000000,371384.16,371384.16,47,-33,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-36EB3A37824F,"Реализация товаров и услуг","РР000011612",2025-05-23 00:00:00.0000000,62528.28,62528.28,47,-33,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-3706F7FB2651,"Реализация товаров и услуг","РР000011631",2025-05-24 00:00:00.0000000,76823.60,76823.60,47,-34,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,3000EFBB-3348-33A4-11DC-237A09328DB9,"РР0001545 ","Бондарева Леся Юрьевна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-37AB7556D04A,"Реализация товаров и услуг","РР000011684",2025-05-24 00:00:00.0000000,1675815.44,1675815.44,47,-34,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-37AB7556D058,"Реализация товаров и услуг","РР000011685",2025-05-24 00:00:00.0000000,852285.60,852285.60,47,-34,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
BFA48FBA-2C01-CD04-11EA-06C72E43A401,"Интернет Решения ООО (Ozon)",BFA494BA-2C01-CD04-11EA-FE49C85538A8,"Договор № ИР-26454/20 от 09.07.2020","С покупателем",BFA4B5BA-2C01-CD04-11F0-37AD6C5D256A,"Реализация товаров и услуг","РР000011735",2025-05-25 00:00:00.0000000,1896148.68,1896148.68,47,-35,"RUB",0,0,0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",0B8F16BB-DA4E-29E6-41CC-55EFBD30CADA,"ЭА0001768 ","Стручкова Елена Александровна",NULL,NULL,NULL,505097A1-5054-3030-11DA-D4F40C54CCFA,"РР0001474 ","Логачева Елена Александровна",50508DA1-5054-3030-11DA-CB6AA6AFFFDC,"РР0000836 ","Ерпылев Вячеслав Владимирович",NULL,NULL,NULL,NULL,NULL,0,NULL
